 DoctorID, Doctor first name, Doctor last name, Doctor middle name,Primary  specialty code,Primary  specialty description,Secondary specialty code,Secondary specilaty description, Doctor state, Doctor state code, Doctor zip
9135253,Duuuuuuu,Gggggggggggggggg,Ouuuuu,FM,FAMILY MEDICINE,,,ALABAMA,AL,35040
7023677,Gqqqqqqq,Kwwwwwwwwwwwww,Bff,EM,EMERGENCY MEDICINE,FM,FAMILY MEDICINE,MICHIGAN,MI,49431
5327533,Lqqq,Nyyyyyy,A,FM,FAMILY MEDICINE,,,FLORIDA,FL,32224
2174598,Rqqqqqqq,Fiiii,N,WH,WOMEN'S HEALTH,OBG,OBSTETRICS AND GYNECOLOGY,PENNSYLVANIA,PA,19446
4428535,Jaaa,Upppp,Kgg,EM,EMERGENCY MEDICINE,,,OHIO,OH,45219
1701164,Vmmmmmmmmmmm,Meeeeeeeeeeee, ,NS,NEUROLOGICAL SURGERY,,,NORTH CAROLINA,NC,27702
9641993,Syyyy,Tbbbbbbb,Fiiiiiiii,GP,GENERAL PRACTICE,ADU,ADULT HEALTH (NURSE PRACTITIONERS),MAINE,ME,4102
7029999,Mvvvvvv,Uhhhhh,Q,P,PSYCHIATRY,,,ARIZONA,AZ,85120
6542512,Ppppp,Ckkkkkk,Oss,DR,DIAGNOSTIC RADIOLOGY,R,RADIOLOGY,FLORIDA,FL,33701
2046531,M,Wfffff,Aooo,PD,PEDIATRICS,ADL,ADOLESCENT MEDICINE (PEDIATRICS),MICHIGAN,MI,49444
7469479,Uiiiii,Kkkk,Rlll,OBG,OBSTETRICS AND GYNECOLOGY,,,CALIFORNIA,CA,90631
3718328,Zqqq,Faaaaaa,Zvvv,IM,INTERNAL MEDICINE,HOS,HOSPITALIST,PENNSYLVANIA,PA,19118
5896303,Crrrr,Rffffffff,Okkkk,IM,INTERNAL MEDICINE,,,MARYLAND,MD,21146
3488157,Mnnnnn,Jxxxxxxxxxx,Xsss,CD,CARDIOVASCULAR DISEASE,IM,INTERNAL MEDICINE,NEW YORK,NY,10029
8772076,Yoooooo,Udddddd,Rjjj,P,PSYCHIATRY,,,MAINE,ME,4106
9445636,Kcccccc,Llllllllll,Jeeeeee,IM,INTERNAL MEDICINE,HOS,HOSPITALIST,GEORGIA,GA,30342
8965455,Svvvvvv,Qiiiii,Jbbbb,DEN,DENTISTRY,,,GEORGIA,GA,30501
6996004,Ynnnnnn,Iggggg,Qrrrrrr,FP,FAMILY PRACTICE,ORT,ORTHODONTICS,NORTH CAROLINA,NC,27893
6201067,Lmmmm,Ohhhhhhh,Jqqqqq,FM,FAMILY MEDICINE,,,CALIFORNIA,CA,90808
5752321,Yaaaa,Czzzzz,S,AC,ACUTE CARE,GP,GENERAL PRACTICE,ARKANSAS,AR,72117
3717021,Fkkkkk,Ysssss,Wooooo,GP,GENERAL PRACTICE,ADM,ADDICTION MEDICINE (FAMILY PRACTICE),FLORIDA,FL,33173
6947833,Sqqqqqqq,Qfffffffff,Uvvvv,GP,GENERAL PRACTICE,FM,FAMILY MEDICINE,SOUTH CAROLINA,SC,29150
3359237,Buuuu,Ayyyyyy,Uaaaaaaa,OBG,OBSTETRICS AND GYNECOLOGY,,,FLORIDA,FL,33613
8919512,Fbbbb,Ekkkk,Hhhhhh,DEN,DENTISTRY,,,TEXAS,TX,77339
3241323,Nllllll,Aqqqqq,Lrrrrrrrrrrr,IM,INTERNAL MEDICINE,HOS,HOSPITALIST,NEW YORK,NY,10306
8868601,Lvvv,Duuuu,U,DEN,DENTISTRY,,,INDIANA,IN,46701
4300929,Fjjjjj,Peeeeee, ,EM,EMERGENCY MEDICINE,,,MICHIGAN,MI,48348
5543037,Lzzzz,Gkkk,Onnnnnnn,PM,PHYSICAL MEDICINE AND REHABILITATION,PMP,PAIN MANAGEMENT(PHYSICAL MED AND REHAB),TEXAS,TX,76112
8009164,Jzzzzzzz,Hyyyyy,H,,,,,TEXAS,TX,77006
2310957,Leeee,Oggggggg,Poooooo,VET,VETERINARY MEDICINE,,,WISCONSIN,WI,53014
6562645,Chhhhhh,Saaaaaa,Rrrr,FM,FAMILY MEDICINE,GS,GENERAL SURGERY,TEXAS,TX,77471
5047035,Tzzzzz,Zmmm,Dkkkk,GP,GENERAL PRACTICE,PD,PEDIATRICS,COLORADO,CO,80033
8520918,Dlll,Seeee,Ekkkkkkk,DEN,DENTISTRY,,,FLORIDA,FL,34731
4646989,Zpppppp,Gccccc,Tuuu,PS,PLASTIC SURGERY,GS,GENERAL SURGERY,,,
3237888,Teeeee,Xdddddddd,Qwwww,P,PSYCHIATRY,,,FLORIDA,FL,34474
2805305,Syyyyy,Dxxxx,Hoooooo,NPM,NEONATAL-PERINATAL MEDICINE,,,PENNSYLVANIA,PA,18042
5899945,Tzzzzzz,Hffff,E,FM,FAMILY MEDICINE,FP,FAMILY PRACTICE,TEXAS,TX,78501
8609776,Cmm,Qlllll,G,GS,GENERAL SURGERY,,,,,
6786201,Xooo,Pbbbbb,Meeeee,FM,FAMILY MEDICINE,FM,FAMILY MEDICINE,WEST VIRGINIA,WV,25825
1292939,Txxxxxx,Wxxxxxx,N,VET,VETERINARY MEDICINE,,,MISSOURI,MO,63139
6259889,Wkkkkkkkk,Fssssss,Luu,PD,PEDIATRICS,NPM,NEONATAL-PERINATAL MEDICINE,PENNSYLVANIA,PA,19081
6113376,Tuuuuu,Pmmmm,Fbbbbb,FM,FAMILY MEDICINE,,,MONTANA,MT,59501
7570030,Huuuuu,Lll,N,IM,INTERNAL MEDICINE,,,MICHIGAN,MI,48109
8417634,Cddddd,Hxxxx,P,DEN,DENTISTRY,,,CALIFORNIA,CA,93637
6550129,Djj,Haaaaaaa,Ckkkkkkkkk,IM,INTERNAL MEDICINE,CD,CARDIOVASCULAR DISEASE,ARIZONA,AZ,85304
7694509,Shhhhh,Epppppp,Dzzzzzz,PR,PROSTHODONTICS,DEN,DENTISTRY,FLORIDA,FL,33710
3308079,Uzzzzzz,Hnnnnnn, ,PR,PROSTHODONTICS,DEN,DENTISTRY,ILLINOIS,IL,60540
6315648,Nnnnnn,Hgggg, ,DEN,DENTISTRY,,,CALIFORNIA,CA,94583
6024552,Eaaaa,Emmmmmmm,Skkkk,IM,INTERNAL MEDICINE,GP,GENERAL PRACTICE,PENNSYLVANIA,PA,19115
9144610,Mlllllll,Gqqqqqqq,A,GP,GENERAL PRACTICE,,,PENNSYLVANIA,PA,19512
2415626,Grrr,Nwwwww,Rvv,FM,FAMILY MEDICINE,FM,FAMILY MEDICINE,,,
1147017,Iuuu,Hppppp,Qfffff,AN,ANESTHESIOLOGY,,,MINNESOTA,MN,56441
8138193,Poooo,Reeee, ,FM,FAMILY MEDICINE,GP,GENERAL PRACTICE,CALIFORNIA,CA,90280
8449573,Zfffff,Joooooo,Cxxxxx,PD,PEDIATRICS,,,OHIO,OH,45431
9712859,Ehhhhhh,Ckkkkk,Knnnn,PSU,ADDICTION PSYCHOLOGY AND COUNSELING,DEN,DENTISTRY,,,
5584351,Lggggg,Ciiiiiii,Vpppp,DEN,DENTISTRY,,,KENTUCKY,KY,40202
2157456,Oiiiii,Neeeeeee,H,,,,,IDAHO,ID,83616
9497762,Jqqqqqq,Wxxx,Xbbbb,FM,FAMILY MEDICINE,AM,AEROSPACE MEDICINE,,,
3040364,Jeeee,Bffffffff, ,PD,PEDIATRICS,,,MARYLAND,MD,21201
3692556,Kbbbb,Fdddd,Fbbbbbb,FM,FAMILY MEDICINE,,,CONNECTICUT,CT,6084
1123197,Wccc,Twwwwwwwww,Ztttt,PD,PEDIATRICS,,,NEW YORK,NY,11411
5542635,Okkkkkk,Zwwwww,Ummmmm,FM,FAMILY MEDICINE,GP,GENERAL PRACTICE,MISSISSIPPI,MS,38843
5040796,Bzzzzzz,Fsssssss,Rmmmmmm,HO,HEMATOLOGY/ONCOLOGY,IM,INTERNAL MEDICINE,INDIANA,IN,46260
5286642,Llllll,Hxxxxxx,Mee,FM,FAMILY MEDICINE,GP,GENERAL PRACTICE,NORTH CAROLINA,NC,28211
1141720,Yjjjjjj,Leeeeee,Ozzzz,ORS,ORTHOPEDIC SURGERY,OSM,SPORTS MEDICINE (ORTHOPEDIC SURGERY),MISSISSIPPI,MS,38834
2024466,Tkkkkkkk,Lttttt,Vcccccccc,GS,GENERAL SURGERY,,,NEW YORK,NY,11501
7704179,Krrrr,Ggggg,E,FM,FAMILY MEDICINE,,,CONNECTICUT,CT,6268
1378840,Gxxxx,Biiiii,Haaaa,FM,FAMILY MEDICINE,FM,FAMILY MEDICINE,SOUTH CAROLINA,SC,29601
3859824,Oaaaa,Upppp,R,GP,GENERAL PRACTICE,GS,GENERAL SURGERY,FLORIDA,FL,33971
5324455,Qvvvv,Znnnnnn,Feeee,VET,VETERINARY MEDICINE,,,PENNSYLVANIA,PA,19438
1771953,Ggg,Tooooo,Zzzzzzzz,OBG,OBSTETRICS AND GYNECOLOGY,FM,FAMILY MEDICINE,HAWAII,HI,96793
6609454,Mjjj,Sbbbbb,Bmmmmmm,DEN,DENTISTRY,,,FLORIDA,FL,34461
5367275,Vaaaa,Qkkkkkkkkkk,D,DEN,DENTISTRY,,,,,
7392676,Iaaa,Bnnnnnnnn,Qaaaaaa,FM,FAMILY MEDICINE,,,FLORIDA,FL,34711
3902971,Skkkk,Aqqqqq,Cuu,DEN,DENTISTRY,,,GEORGIA,GA,30307
1162345,Ffffff,Sffffff,Suu,OTO,OTOLARYNGOLOGY,GS,GENERAL SURGERY,,,
5543722,Pqqqqq,Reeee,U,POD,PODIATRY,,,TEXAS,TX,77056
3482624,Kdddd,Msssssssssss,Pff,ADU,ADULT HEALTH (NURSE PRACTITIONERS),IM,INTERNAL MEDICINE,NEW YORK,NY,11733
9984002,Wnn,Vaaaaa,M,GP,GENERAL PRACTICE,PUD,PULMONARY DISEASE,SOUTH CAROLINA,SC,29621
7882234,Toooo,Bgggggg,M,GP,GENERAL PRACTICE,,,TENNESSEE,TN,37909
7174400,Fqqqqqqq,Iiiiiiii,B,EM,EMERGENCY MEDICINE,,,PENNSYLVANIA,PA,19044
9496844,Dvvvv,Zhh,Sttt,DEN,DENTISTRY,,,MICHIGAN,MI,48180
6780291,Fyy,Quuuu,Lllllll,PR,PROSTHODONTICS,DEN,DENTISTRY,COLORADO,CO,80020
6443051,Nvvvvv,Yjjjjjjj, ,PMM,SPORTS MEDICINE(PHYSICAL MED AND REHAB),CD,CARDIOVASCULAR DISEASE,FLORIDA,FL,33143
1999671,Bbbbbbb,Xccccc,Muuu,GP,GENERAL PRACTICE,,,NEW YORK,NY,12953
5419776,Teeeeee,Ddddddddd,Zbbbbbbbb,FM,FAMILY MEDICINE,CD,CARDIOVASCULAR DISEASE,ILLINOIS,IL,62363
2018342,Xqqqqqqqqqqqqq,Riiiii,N,DEN,DENTISTRY,,,FLORIDA,FL,34741
5414473,Nxxxxxx,Uccccccccc,E,GP,GENERAL PRACTICE,EM,EMERGENCY MEDICINE,PENNSYLVANIA,PA,18471
9541271,Okkk,Gggg,Cjjjjj,AM,AEROSPACE MEDICINE,EM,EMERGENCY MEDICINE,MISSOURI,MO,63901
6521686,Jyyyyy,Atttt,Zjjjjjj,PD,PEDIATRICS,GP,GENERAL PRACTICE,,,
9660007,Wvvvv,Cfffffff,Q,DEN,DENTISTRY,,,NORTH CAROLINA,NC,28562
8655369,Ywwwwwwww,Fxxxxx,Emm,PD,PEDIATRICS,,,MICHIGAN,MI,49423
8797734,Qzzzzzzz,Tzzzzz,Rccccc,ADU,ADULT HEALTH (NURSE PRACTITIONERS),IM,INTERNAL MEDICINE,,,
8310958,Sxxxx,Mgggggggggggggg,Kccccc,GP,GENERAL PRACTICE,EM,EMERGENCY MEDICINE,ARIZONA,AZ,85008
5584462,Bcccc,Mkkkkkkkk,Vxxxxxxx,AC,ACUTE CARE,,,LOUISIANA,LA,70121
3689113,Alll,Rppppp,Hgggggg,FM,FAMILY MEDICINE,,,IOWA,IA,52804
1397623,Cyyyyyy,Xiiiiii,Xyyyy,P,PSYCHIATRY,ADP,ADDICTION PSYCHIATRY,CALIFORNIA,CA,92108
3729770,Njjj,Kbbbbb,Oiiiiiii,DEN,DENTISTRY,,,GEORGIA,GA,30265
4044565,Nmmmmm,Qsssss,Nyyyy,P,PSYCHIATRY,PYA,PSYCHOANALYSIS,NORTH CAROLINA,NC,27401
5824119,Gmmmmmmmm,Abbbb,O,TS,THORACIC SURGERY,CD,CARDIOVASCULAR DISEASE,NEW YORK,NY,11219
3466778,Aooooo,Vssss,V,VET,VETERINARY MEDICINE,,,NEW YORK,NY,14770
9051052,Qyyyyyyy,Njjjjjjjjjjjj,Mj,HOS,HOSPITALIST,GP,GENERAL PRACTICE,CONNECTICUT,CT,6510
9798340,Cvvvvvvv,Veeee,Jll,FM,FAMILY MEDICINE,FP,FAMILY PRACTICE,SOUTH CAROLINA,SC,29732
7552849,Gppp,Lxxxx,Ozzzzzz,PHO,PEDIATRIC HEMATOLOGY/ONCOLOGY,PD,PEDIATRICS,OHIO,OH,44195
4022977,Igggg,Yeeeeee,P,GP,GENERAL PRACTICE,ORS,ORTHOPEDIC SURGERY,NORTH CAROLINA,NC,28412
5236930,Xaaaa,Leeeee, ,POD,PODIATRY,,,NEW YORK,NY,11767
4412979,Ooooooo,Ivvvvv, ,DEN,DENTISTRY,,,MICHIGAN,MI,48075
6570001,Ccccc,Rppppp,Qfff,DEN,DENTISTRY,,,MASSACHUSETTS,MA,1028
7476507,Uyyyyyyy,Ruuuuuu,Uxx,GE,GASTROENTEROLOGY,GP,GENERAL PRACTICE,NORTH CAROLINA,NC,27514
2530586,Jnnnnnnn,Hlllll,Jmmm,IM,INTERNAL MEDICINE,GP,GENERAL PRACTICE,PENNSYLVANIA,PA,19382
9013197,Thhhh,Rggggggg,A,U,UROLOGY,GP,GENERAL PRACTICE,KANSAS,KS,66502
8502700,Nxx,Biiiiiiiiiiiiiiii,M,WH,WOMEN'S HEALTH,GP,GENERAL PRACTICE,FLORIDA,FL,32901
5245726,Cddd,Uvvvvvvvvvvvvvvv,C,DEN,DENTISTRY,,,FLORIDA,FL,33196
9917836,Haaaaaa,Ennnnn,Wnn,IM,INTERNAL MEDICINE,,,OREGON,OR,97330
2011979,Jpppppppp,Dk,Uqq,POS,PODIATRIC FOOT SURGERY,POD,PODIATRY,ILLINOIS,IL,60064
5463771,Onnn,Uzzzzzz,B,VET,VETERINARY MEDICINE,,,IDAHO,ID,83404
3221505,Pvvvv,Qaaaa,Nnnnnnnnn,GP,GENERAL PRACTICE,IM,INTERNAL MEDICINE,WISCONSIN,WI,54868
2881637,Wgggggg,Lmmmmmm,Xccc,IM,INTERNAL MEDICINE,,,NEW YORK,NY,10065
5589498,Hrrrrrr,Xtttttt,Mcccccc,DEN,DENTISTRY,,,PENNSYLVANIA,PA,18301
3262650,Tccccc,Pyyyyyy,Tssssss,GS,GENERAL SURGERY,,,FLORIDA,FL,32501
1773265,Faaa,Wbbbbbbb,Xeeeee,PTH,ANATOMIC/CLINICAL PATHOLOGY,,,PENNSYLVANIA,PA,19118
5800480,Lwwwwww,Kcccc,V,VET,VETERINARY MEDICINE,,,IOWA,IA,50401
7927209,Appppp,Sjjjjjjj,I,GP,GENERAL PRACTICE,IM,INTERNAL MEDICINE,WISCONSIN,WI,53226
9962367,Jdddd,Keeeee,M,EM,EMERGENCY MEDICINE,NS,NEUROLOGICAL SURGERY,RHODE ISLAND,RI,2919
9251193,Hvvvvv,Ckkkk, ,IM,INTERNAL MEDICINE,,,NEW JERSEY,NJ,7701
3242649,Mssssss,Lzzz,Gooooo,DR,DIAGNOSTIC RADIOLOGY,ORS,ORTHOPEDIC SURGERY,ALABAMA,AL,35211
3307613,Fmmmmmmm,Rzzzzz,Mhhh,GP,GENERAL PRACTICE,PD,PEDIATRICS,DELAWARE,DE,19801
3483025,Qkkkkkkk,Uffff,Hccc,PD,PEDIATRICS,,,ALABAMA,AL,35216
1344015,Vppppp,Vllll,Kxxxxx,PD,PEDIATRICS,,,CALIFORNIA,CA,92584
6843897,Kpppp,Paaaaa,Kttttt,DR,DIAGNOSTIC RADIOLOGY,,,,,
9466933,Tyyyy,Cttttttt,Luuuu,PHO,PEDIATRIC HEMATOLOGY/ONCOLOGY,PD,PEDIATRICS,VIRGINIA,VA,24014
8777238,Innnnnn,Ibbbb,Bjjjj,PD,PEDIATRICS,GP,GENERAL PRACTICE,CALIFORNIA,CA,91340
7797885,Loooooo,Sffff,Lbbbb,GS,GENERAL SURGERY,VS,VASCULAR SURGERY,MASSACHUSETTS,MA,2472
2037516,Dbbbbbb,Pnnnnn,Rjjjjj,VS,VASCULAR SURGERY,,,,,
9068102,Duuuuuu,Waa,Cddddd,IM,INTERNAL MEDICINE,IMG,GERIATRIC MEDICINE (INTERNAL MEDICINE),ILLINOIS,IL,60061
5423609,Iaaaaaa,Auuuuuu,Vbb,IM,INTERNAL MEDICINE,IMG,GERIATRIC MEDICINE (INTERNAL MEDICINE),MASSACHUSETTS,MA,2445
8583564,Udddd,Vbbbbbb,Qvvvvvvvv,P,PSYCHIATRY,PYG,GERIATRIC PSYCHIATRY,FLORIDA,FL,33143
9491639,Rvvvvv,Eqqqqqq,Lhhhhhh,EM,EMERGENCY MEDICINE,,,TEXAS,TX,75103
6944373,Gqqq,Lyyyyy,Uppp,NS,NEUROLOGICAL SURGERY,,,WISCONSIN,WI,54701
6272178,Eppppppp,Cddddddd,Alllll,IM,INTERNAL MEDICINE,,,WASHINGTON,WA,99336
1743897,Ottttt,Npppppp,Kgggg,IM,INTERNAL MEDICINE,CCM,CRITICAL CARE MEDICINE (INTERNAL MED),,,
4064731,Ztttttt,Cuuuuuu,Uaaaaaaa,IM,INTERNAL MEDICINE,CCM,CRITICAL CARE MEDICINE (INTERNAL MED),MINNESOTA,MN,55123
8248787,Reee,Beeee,Eoooooo,GS,GENERAL SURGERY,,,CALIFORNIA,CA,93010
4337533,Tnnnnn,Ihhh, ,CHN,CHILD NEUROLOGY,PD,PEDIATRICS,,,
1552115,Ixxxxx,Hkkkkk,Tqqqq,IM,INTERNAL MEDICINE,HOS,HOSPITALIST,VERMONT,VT,5353
5800942,Lnnnnn,Siiiiii,Sqqqq,DR,DIAGNOSTIC RADIOLOGY,,,ARIZONA,AZ,85255
8980043,Agggg,Vgggg,Zcccc,GP,GENERAL PRACTICE,FM,FAMILY MEDICINE,ILLINOIS,IL,60305
3824404,Kuuuu,Gggggg,Vqqqq,DEN,DENTISTRY,,,CALIFORNIA,CA,95642
8103718,Zmmmmmm,Tccccc, ,OM,OCCUPATIONAL MEDICINE,EM,EMERGENCY MEDICINE,DELAWARE,DE,19713
9567831,Noooooo,Ennnnnn,Mhhhh,AN,ANESTHESIOLOGY,PMD,PAIN MEDICINE,ILLINOIS,IL,60451
4295093,Hgggg,Irrrrrr,Zrrr,END,"ENDOCRINOLOGY, DIABETES AND METABOLISM",IM,INTERNAL MEDICINE,PENNSYLVANIA,PA,19140
7509076,Zfffff,Eww,Ouuuu,EM,EMERGENCY MEDICINE,,,HAWAII,HI,96701
1359253,Aaaaaa,Zxxxxx,Ks,OPH,OPHTHALMOLOGY,,,,,
4159812,Rvvvv,Ahhh,Azzzzzzz,DEN,DENTISTRY,,,ILLINOIS,IL,60201
842535,Kqqqqqqqq,Khhhhhhh,Vssss,DMP,DERMATOPATHOLOGY,D,DERMATOLOGY,PENNSYLVANIA,PA,18078
2624572,Rjjjjjj,Gxxx,Kwwwwww,GPM,GENERAL PREVENTIVE MEDICINE,PHM,PHARMACEUTICAL MEDICINE,GEORGIA,GA,30263
9361673,Dee,Drrrrrrr,Jeeeee,OBG,OBSTETRICS AND GYNECOLOGY,,,CALIFORNIA,CA,92027
9099455,Tssss,Izzzzzz,Hyyy,P,PSYCHIATRY,,,CALIFORNIA,CA,91402
8016991,Ebb,Qeeeeeeee,Illllll,ORS,ORTHOPEDIC SURGERY,,,CALIFORNIA,CA,90033
5631231,Yeeeee,Gttt, ,PCC,PULMONARY CARE CRITICAL MEDICINE,IM,INTERNAL MEDICINE,MASSACHUSETTS,MA,2111
7301617,Eaaaaa,Kxxxxxxxx,Dmmmmmmm,P,PSYCHIATRY,GP,GENERAL PRACTICE,OKLAHOMA,OK,73507
3392934,Zdddddd,Uhhhhh,Zxxxx,FM,FAMILY MEDICINE,FP,FAMILY PRACTICE,ARKANSAS,AR,72715
1465203,Iffff,Mqqqqqq,Nwwwwwww,FM,FAMILY MEDICINE,GP,GENERAL PRACTICE,CALIFORNIA,CA,91773
5547567,Kxxxxx,Yoooo,Rhhhh,P,PSYCHIATRY,GP,GENERAL PRACTICE,CALIFORNIA,CA,92506
2102695,Dnnnnnn,Luuuuuuuu,Flllll,AN,ANESTHESIOLOGY,,,ARIZONA,AZ,85012
5375083,Psss,Txxxx,Nzzzz,PS,PLASTIC SURGERY,PTH,ANATOMIC/CLINICAL PATHOLOGY,NORTH CAROLINA,NC,27103
9564891,Ymmmmmmmmm,Nssssssss,Pxxxxx,N,NEUROLOGY,,,IOWA,IA,52245
1182195,Jffffff,Sxxx,Irrrr,PTH,ANATOMIC/CLINICAL PATHOLOGY,GP,GENERAL PRACTICE,GEORGIA,GA,30127
6432290,Hqqqq,Xbbbbbb,Occcccc,EM,EMERGENCY MEDICINE,,,MASSACHUSETTS,MA,2462
5857898,Yooooooo,Nhhhh,Gvvvvvvv,GP,GENERAL PRACTICE,GE,GASTROENTEROLOGY,FLORIDA,FL,34655
2513250,Obbbbbbbbb,Ziiii,Vbbbbbbbbbbbbbb,DEN,DENTISTRY,,,NEW JERSEY,NJ,7080
4677351,Edddddd,Knnnnnn,C,GP,GENERAL PRACTICE,FM,FAMILY MEDICINE,MICHIGAN,MI,48617
4866748,Jvvv,Fccccc,Iiiii,AN,ANESTHESIOLOGY,PME,PAIN MEDICINE (RESIDENTS ONLY),KENTUCKY,KY,40503
6884352,Peee,Ezzzzzz,Hb,OBG,OBSTETRICS AND GYNECOLOGY,,,CALIFORNIA,CA,93534
1835418,Vqqqqqq,Fbbbb,Nxxxxxxx,FM,FAMILY MEDICINE,OM,OCCUPATIONAL MEDICINE,VIRGINIA,VA,23047
5093899,Ynnnnnnn,Dvvvv,R,DEN,DENTISTRY,MPH,PUBLIC HEALTH AND PREVENTIVE MEDICINE,TENNESSEE,TN,37922
4399994,Icccccc,Zooooooo,Tjjj,PER,PERIODONTICS,DEN,DENTISTRY,,,
7263890,Awwwwww,Essssssss,G,PTH,ANATOMIC/CLINICAL PATHOLOGY,,,,,
9422976,Gpppppp,Xzzzzzzz,Ckkkk,OBG,OBSTETRICS AND GYNECOLOGY,,,NEW YORK,NY,10028
4121785,Tnnnn,Qfffffff,Dhhhhhhhh,PD,PEDIATRICS,HOS,HOSPITALIST,MASSACHUSETTS,MA,1301
1698190,Gllllll,Kqqqqq, ,IM,INTERNAL MEDICINE,,,CONNECTICUT,CT,6002
6281781,Prrrr,Aqqqqqq,O,AN,ANESTHESIOLOGY,,,PENNSYLVANIA,PA,17837
3516411,Bvvvvv,Okkkk,Tllllll,OPT,OPTOMETRY,,,PENNSYLVANIA,PA,16830
4319389,Jqq,Phhhh,Syy,IM,INTERNAL MEDICINE,,,CALIFORNIA,CA,90242
8485739,Glllllll,Lmmmmmmmm,Z,FM,FAMILY MEDICINE,,,CALIFORNIA,CA,92103
8815174,Yrrrr,Giiiiiii,Zee,PCC,PULMONARY CARE CRITICAL MEDICINE,CCM,CRITICAL CARE MEDICINE (INTERNAL MED),LOUISIANA,LA,70056
36507408,Giii,Kmmmmmm,Dkkkk,CD,CARDIOVASCULAR DISEASE,IM,INTERNAL MEDICINE,CALIFORNIA,CA,90503
1426311,Hlllll,Hvvvvvv,F,FM,FAMILY MEDICINE,FM,FAMILY MEDICINE,PENNSYLVANIA,PA,16301
6941084,Zlll,Cqqqqqq,K,ORT,ORTHODONTICS,DEN,DENTISTRY,ILLINOIS,IL,61614
8106316,Addd,Vmmmmmmm,E,GYN,GYNECOLOGY,OBG,OBSTETRICS AND GYNECOLOGY,NEW YORK,NY,10065
7867197,Faaaaaa,Dmmmm,Z,DEN,DENTISTRY,,,,,
3353171,Uuuuu,Jrrrrr,Weeeeeeee,DEN,DENTISTRY,,,,,
7996102,Ouuuuu,Mnnnnnnnn,Gaaaaa,OBG,OBSTETRICS AND GYNECOLOGY,END,"ENDOCRINOLOGY, DIABETES AND METABOLISM",NEW YORK,NY,13031
9339836,Zkkkkk,Sbbbbbbb,H,PED,PEDODONTICS (PEDIATRIC DENTISTRY),DEN,DENTISTRY,NEW JERSEY,NJ,8002
5215182,Gttttt,Tnnnnnnnnn,Hnnnnn,OPH,OPHTHALMOLOGY,,,CALIFORNIA,CA,94118
4432749,Kbbb,Jggggg,Aaaa,FM,FAMILY MEDICINE,FSM,SPORTS MEDICINE (FAMILY PRACTICE),ARIZONA,AZ,85054
7142710,Xyyyyyyyyyyyy,Gdddddd,Zggggggg,FM,FAMILY MEDICINE,FP,FAMILY PRACTICE,NEW YORK,NY,10801
5391084,Innn,Weeee,V,DEN,DENTISTRY,,,ILLINOIS,IL,60441
8863163,Issss,Unnnnnn, ,END,"ENDOCRINOLOGY, DIABETES AND METABOLISM",IM,INTERNAL MEDICINE,PENNSYLVANIA,PA,17033
3996064,Bwww,Qqqqq,O,DEN,DENTISTRY,,,CONNECTICUT,CT,6514
6315788,Vfff,Lggggg,Asssss,ORT,ORTHODONTICS,DEN,DENTISTRY,FLORIDA,FL,32607
7807023,Tyyyyy,Yqqqqqq,Fmmmmmm,CHP,CHILD AND ADOLESCENT PSYCHIATRY,PD,PEDIATRICS,ILLINOIS,IL,60611
1110353,Rtttttt,Fnnnnnn,Yccccc,NS,NEUROLOGICAL SURGERY,OBG,OBSTETRICS AND GYNECOLOGY,,,
8184630,Avvvv,Dffffffffffff,Kiiii,EM,EMERGENCY MEDICINE,OM,OCCUPATIONAL MEDICINE,SOUTH CAROLINA,SC,29707
7098727,Ykkk,Mfff, ,ICE,CLINICAL CARDIAC ELECTROPHYSIOLOGY,CD,CARDIOVASCULAR DISEASE,ILLINOIS,IL,61801
7457806,Tyyyy,Fppppp,L,DEN,DENTISTRY,,,FLORIDA,FL,32566
7482097,Vtttt,Byyyyyy,Uxxxxxx,VET,VETERINARY MEDICINE,,,TEXAS,TX,78641
1391042,Tpppp,Lnnnnnnn,Vllllll,VET,VETERINARY MEDICINE,,,PENNSYLVANIA,PA,15068
7303914,Nvvvvvvvv,Fzzzzzzz,Wllll,GP,GENERAL PRACTICE,,,NEW YORK,NY,11040
6200447,Pppppp,Kqqqqqq,Y,IM,INTERNAL MEDICINE,U,UROLOGY,CONNECTICUT,CT,6810
9260006,Jeeee,Aiiiiii,F,P,PSYCHIATRY,,,IOWA,IA,50138
7089446,Xjjjj,Qvvv,P,GP,GENERAL PRACTICE,,,VIRGINIA,VA,22310
2703407,Hyyyyy,Occcccccc,Kaaaaaaa,EM,EMERGENCY MEDICINE,FM,FAMILY MEDICINE,CALIFORNIA,CA,90033
5282044,Olllllll,Emmmmmmm,Pee,FM,FAMILY MEDICINE,GP,GENERAL PRACTICE,TEXAS,TX,78209
7690950,Qgggg,Bzzzz,Qpp,POS,PODIATRIC FOOT SURGERY,POD,PODIATRY,VIRGINIA,VA,22205
2553082,Atttt,Tvvvvvvv,T,VET,VETERINARY MEDICINE,,,OKLAHOMA,OK,73034
8222691,Gyyyyyyyyyyy,Zuuuuuuuuuuuu, ,FM,FAMILY MEDICINE,,,ARIZONA,AZ,85016
9424228,Pooo,Reeeee, ,GP,GENERAL PRACTICE,,,FLORIDA,FL,33314
6985562,Uzzzzzz,Dhhhh,Jwwww,IM,INTERNAL MEDICINE,,,CALIFORNIA,CA,94104
